Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number,From Last,Low,High,Odd,Even, 1-10, 11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
2776,3/9/2012,6,23,31,35,37,39,8,37,1,5,5,1,1,0,1,4,0,1,1721327,6,70686,284,1494,798,532,14,30,21,20,,
2777,6/9/2012,4,7,9,11,21,45,27,,5,1,5,1,3,1,1,0,1,4,165135,22,11828,541,481,1,207,20,30,20,20,,
2778,10/9/2012,5,8,12,27,35,39,17,,3,3,4,2,2,1,1,2,0,0,0,8,33966,226,1203,796,342,12,30,19,20,,
2779,13/9/2012,3,14,17,22,31,44,9,,4,2,3,3,1,2,1,1,1,0,0,10,40409,240,1684,770,525,13,30,23,20,,
2780,17/9/2012,8,21,32,35,39,43,18,,2,4,4,2,1,0,1,3,1,2,1762109,9,79170,477,1494,1,565,22,30,33,20,,
2781,20/9/2012,13,20,22,25,33,37,41,,3,3,4,2,0,2,2,2,0,3,224281,3,88354,245,1082,458,579,9,30,11,20,,
2782,24/9/2012,5,7,10,34,36,37,32,37,3,3,3,3,3,0,0,3,0,0,0,7,38201,241,1110,529,506,10,30,12,20,,
2783,27/9/2012,9,11,30,38,39,43,40,,2,4,4,2,1,1,1,2,1,1,1719845,8,51264,340,1207,917,448,16,30,20,20,,
2784,1/10/2012,3,7,8,16,21,24,26,,5,1,3,3,3,1,2,0,0,1,699541,5,55116,343,804,822,336,14,30,17,20,,
2785,4/10/2012,6,13,30,33,38,41,43,,2,4,3,3,1,1,1,2,1,0,0,6,43783,154,1706,421,624,8,30,11,20,,
2786,8/10/2012,11,14,17,18,27,32,35,,4,2,3,3,0,4,1,1,0,0,0,12,36452,373,1173,881,497,17,30,20,20,,
2787,11/10/2012,5,6,22,25,27,33,17,27,3,3,4,2,2,0,3,1,0,5,695950,12,55892,669,1003,1,438,28,30,37,20,,
2788,15/10/2012,1,17,31,37,38,45,26,,2,4,5,1,1,1,0,3,1,0,0,3,90549,144,1887,368,739,8,30,10,20,,
2789,18/10/2012,2,5,22,26,34,36,6,,3,3,1,5,2,0,2,2,0,0,0,9,44793,209,1929,1,390,12,30,23,20,,
2790,22/10/2012,12,14,18,23,28,41,1,,3,3,2,4,0,3,2,0,1,1,3420274,14,48043,655,1027,1,526,28,30,36,20,,
2791,25/10/2012,9,17,21,28,37,40,30,28,3,3,4,2,1,1,2,2,0,0,0,4,64534,184,1403,424,609,8,30,11,20,,
2792,29/10/2012,14,15,21,24,25,36,42,21,3,3,3,3,0,2,3,1,0,0,0,9,47832,289,1490,843,511,14,30,19,20,,
2793,1/11/2012,10,13,15,27,34,41,31,15,3,3,4,2,1,2,1,1,1,3,1137076,7,93600,413,1587,1,476,21,30,34,20,,
2794,5/11/2012,4,9,13,17,20,29,40,13,5,1,4,2,2,3,1,0,0,1,712219,6,46762,297,945,658,427,14,30,13,20,,
2795,8/11/2012,3,7,19,38,41,43,12,,3,3,5,1,2,1,0,1,2,2,340471,4,67063,222,1209,586,458,9,30,15,20,,
2796,12/11/2012,9,14,18,19,25,33,32,19,4,2,4,2,1,3,1,1,0,1,696977,8,34321,226,1215,485,567,11,30,12,20,,
2797,15/11/2012,13,20,21,30,40,42,29,,3,3,2,4,0,2,2,1,1,2,332035,2,130802,187,1399,404,648,8,30,10,20,,
2798,19/11/2012,11,15,22,30,32,33,19,30,3,3,3,3,0,2,2,2,0,1,661203,9,28942,223,1169,615,424,9,30,15,20,,
2799,22/11/2012,1,3,13,22,24,42,41,22,4,2,3,3,2,1,2,0,1,2,323558,3,84975,199,1282,353,723,9,30,10,20,,
2800,26/11/2012,2,12,17,29,34,39,23,,3,3,3,3,1,2,1,2,0,5,135959,6,44633,238,1126,705,380,9,30,17,20,,
2801,29/11/2012,4,7,9,10,23,30,42,,4,2,3,3,4,0,2,0,0,4,162386,9,28432,595,431,630,407,20,30,13,20,,
2802,3/12/2012,14,22,27,31,33,34,1,,2,4,3,3,0,1,2,3,0,1,680245,3,89326,154,1741,433,619,8,30,10,20,,
2803,6/12/2012,3,6,10,13,23,27,17,27,4,2,4,2,3,1,2,0,0,1,655652,13,19869,310,834,953,272,14,30,18,20,,
2804,10/12/2012,15,19,24,29,31,42,3,,2,4,4,2,0,2,2,1,1,0,0,3,91096,169,1618,380,720,8,30,11,20,,
2805,13/12/2012,8,12,15,26,33,42,2,"15,42",3,3,2,4,1,2,1,1,1,0,0,15,25492,292,1310,969,395,15,30,28,20,,
2806,17/12/2012,9,20,24,26,40,44,22,26,2,4,1,5,1,1,2,1,1,2,1667086,14,46986,445,1479,1,582,21,30,30,20,,
2807,20/12/2012,18,22,25,26,42,44,5,"26,44",2,4,1,5,0,1,3,0,2,0,0,2,133576,133,2009,383,698,6,30,12,20,,
2808,24/12/2012,7,10,11,12,16,42,8,42,5,1,2,4,2,3,0,0,1,1,1809548,22,20260,490,910,2,217,24,30,39,20,,
2809,27/12/2012,17,20,22,30,36,37,16,,3,3,2,4,0,2,2,2,0,2,352593,4,69451,218,1275,437,636,9,30,11,20,,
2810,31/12/2012,4,14,25,34,42,45,17,,2,4,2,4,1,1,1,1,2,0,0,2,149896,201,1492,437,687,9,30,12,20,,
2811,3/1/2013,19,30,35,42,44,45,1,"42,45",1,5,3,3,0,1,1,1,3,1,1788125,6,67437,220,1840,611,663,11,30,16,20,,
2812,7/1/2013,11,12,16,22,26,38,31,,4,2,1,5,0,3,2,1,0,1,723577,6,47508,280,1019,626,456,12,30,15,20,,
2813,10/1/2013,4,21,26,38,41,43,16,"26,38",2,4,3,3,1,0,2,1,2,2,340707,3,89479,174,1543,370,726,7,30,10,20,,
2814,14/1/2013,13,23,30,36,40,43,41,43,1,5,3,3,0,1,2,2,1,0,0,4,69493,177,1571,456,610,8,30,11,20,,
2815,17/1/2013,7,10,24,26,27,31,20,,2,4,3,3,2,0,3,1,0,5,349990,5,82281,392,1050,873,472,17,30,24,20,,
2816,21/1/2013,3,4,6,29,33,35,41,,3,3,4,2,3,0,1,2,0,1,710979,4,70021,248,1130,429,653,10,30,11,20,,
2817,24/1/2013,11,20,24,38,39,44,17,,2,4,2,4,0,2,1,2,1,1,689492,1,271618,165,1647,564,482,8,30,13,20,,
2818,28/1/2013,22,23,27,29,32,38,16,38,1,5,3,3,0,0,4,2,0,1,734364,4,72324,222,1304,559,518,9,30,13,20,,
2819,31/1/2013,3,5,36,37,42,43,17,,2,4,4,2,2,0,0,2,2,2,354098,9,30999,168,1661,453,616,8,30,11,20,,
2820,4/2/2013,7,9,16,24,39,40,18,,3,3,3,3,2,1,1,2,0,1,868481,4,85533,289,1184,725,472,12,30,17,20,,
2821,8/2/2013,8,10,11,25,27,43,2,,3,3,4,2,2,1,2,0,1,5,1002713,48,28919,1,1167,3,357,60,30,92,20,,
2822,11/2/2013,1,4,15,18,33,42,38,,4,2,3,3,2,2,0,1,1,2,470895,11,33729,350,1061,599,620,13,30,16,20,,
2823,14/2/2013,6,25,28,31,38,44,23,,1,5,2,4,1,0,2,2,1,1,1023160,5,80613,275,1466,661,610,13,30,19,20,,
2824,18/2/2013,4,8,14,24,31,35,45,31,3,3,2,4,2,1,1,2,0,2,736791,10,58051,419,1386,1,567,21,30,26,20,,
2825,22/2/2013,16,18,23,25,29,34,26,,2,4,3,3,0,2,3,1,0,9,1113611,48,51397,1,1384,4,508,87,30,118,20,,
2826,25/2/2013,5,6,10,21,26,37,1,,4,2,3,3,3,0,2,1,0,1,845525,7,47584,280,1190,875,381,14,30,21,20,,
2827,28/2/2013,1,10,15,34,38,41,25,10,3,3,3,3,2,1,0,2,1,0,0,6,48750,168,1742,465,630,8,30,12,20,,
2828,4/3/2013,1,11,14,20,23,36,27,1,4,2,3,3,1,3,1,1,0,2,946237,15,30202,331,1369,819,554,15,30,21,20,,
2829,7/3/2013,16,20,22,25,26,27,18,20,3,3,2,4,0,2,4,0,0,1,717357,11,25691,293,965,790,358,11,30,15,20,,
2830,11/3/2013,2,3,14,15,33,40,45,,4,2,3,3,2,2,0,2,0,1,738421,4,72724,185,1573,482,604,9,30,12,20,,
2831,14/3/2013,8,9,13,16,22,43,24,,5,1,3,3,2,2,1,0,1,2,340513,12,22357,288,932,646,416,12,30,15,20,,
2832,18/3/2013,2,6,8,23,27,39,4,8,3,3,3,3,3,0,2,1,0,3,234592,4,69312,259,1071,736,377,11,30,18,20,,
2833,21/3/2013,3,31,35,36,38,45,29,,1,5,4,2,1,0,0,4,1,0,0,4,64952,203,1280,421,618,9,30,10,20,,
2834,25/3/2013,22,23,38,41,44,45,39,"38,45",1,5,3,3,0,0,2,1,3,1,1695961,3,136100,234,1745,686,596,11,30,16,20,,
2835,28/3/2013,24,30,33,35,37,38,17,38,0,6,3,3,0,0,2,4,0,1,667493,3,87651,182,1445,397,663,8,30,11,20,,
2836,1/4/2013,8,10,15,21,28,40,26,,4,2,2,4,2,1,2,1,0,2,353736,7,39815,262,1064,714,391,12,30,16,20,,
2837,4/4/2013,16,19,22,27,36,39,12,,3,3,3,3,0,2,2,2,0,2,330904,2,130357,208,1254,567,460,8,30,14,20,,
2838,8/4/2013,12,20,28,31,32,40,27,,2,4,1,5,0,2,1,3,0,3,229546,3,90428,240,1131,484,561,9,30,12,20,,
2839,11/4/2013,2,3,15,27,41,45,17,,3,3,5,1,2,1,1,0,2,1,658029,6,43204,179,1449,436,595,7,30,11,20,,
2840,15/4/2013,10,26,27,32,38,42,11,27,1,5,1,5,1,0,2,2,1,0,0,6,44611,195,1373,533,503,8,30,12,20,,
2841,18/4/2013,1,11,13,24,26,44,5,26,3,3,3,3,1,2,2,0,1,1,1638126,9,41963,295,1281,823,459,13,30,23,20,,
2842,22/4/2013,6,11,22,31,36,41,5,11,3,3,3,3,1,1,1,2,1,1,674573,8,33218,201,1323,618,430,9,30,16,20,,
2843,25/4/2013,3,12,17,27,28,43,45,,3,3,4,2,1,2,2,0,1,0,0,3,84743,226,1125,394,646,10,30,10,20,,
2844,29/4/2013,4,15,17,19,22,23,26,17,5,1,4,2,1,3,2,0,0,1,1665823,11,36547,326,1234,878,458,15,30,21,20,,
2845,2/5/2013,1,12,20,22,31,43,27,22,4,2,3,3,1,2,1,1,1,0,0,6,42699,190,1349,526,488,9,30,13,20,,
2846,6/5/2013,4,9,14,19,22,34,35,22,5,1,2,4,2,2,1,1,0,2,835165,7,57403,374,1075,753,534,17,30,18,20,,
2847,9/5/2013,2,12,22,24,31,34,10,"22,34",3,3,1,5,1,1,2,2,0,1,659319,7,37105,150,1732,584,445,9,30,14,20,,
2848,13/5/2013,1,5,7,24,27,45,3,24,3,3,5,1,3,0,2,0,1,1,750329,3,98529,314,942,930,318,13,30,22,20,,
2849,17/5/2013,8,14,22,30,34,41,1,,3,3,1,5,1,1,2,1,1,2,2505073,21,53842,865,1308,2,562,40,30,52,20,,
2850,20/5/2013,1,7,10,23,25,35,18,,3,3,5,1,3,0,2,1,0,2,307597,9,26928,236,1027,637,381,10,30,14,20,,
2851,23/5/2013,7,13,17,19,20,26,5,7,5,1,4,2,1,4,1,0,0,1,628846,19,13039,306,810,1,196,11,30,24,20,,
2852,27/5/2013,9,13,18,19,23,28,1,"13,19",4,2,4,2,1,3,2,0,0,2,335411,13,20328,299,884,820,323,13,30,18,20,,
2853,30/5/2013,4,9,26,27,37,44,12,9,2,4,3,3,2,0,2,1,1,0,0,1,255837,156,1640,467,548,8,30,13,20,,
2854,3/6/2013,2,16,18,19,25,38,23,,4,2,2,4,1,3,1,1,0,0,0,5,85178,252,1691,853,500,15,30,21,20,,
2855,6/6/2013,11,14,16,30,32,34,19,16,3,3,1,5,0,3,1,2,0,3,1120632,15,42844,514,1251,1,601,21,30,27,20,,
2856,10/6/2013,11,13,23,29,31,38,21,11,2,4,5,1,0,2,2,2,0,1,677548,5,53383,230,1161,686,390,10,30,15,20,,
2857,13/6/2013,7,11,25,36,37,38,35,"11,38",2,4,4,2,1,1,1,3,0,0,0,8,32284,172,1502,431,600,8,30,11,20,,
2858,17/6/2013,5,16,30,32,33,41,14,,2,4,3,3,1,1,1,2,1,1,1721590,8,52492,273,1539,845,497,14,30,20,20,,
2859,20/6/2013,4,5,11,26,37,45,39,5,3,3,4,2,2,1,1,1,1,0,0,3,82345,176,1404,347,712,8,30,9,20,,
2860,24/6/2013,15,17,32,36,37,42,44,37,2,4,3,3,0,2,0,3,1,0,0,5,80462,216,1863,534,754,12,30,15,20,,
2861,27/6/2013,12,19,21,22,26,29,39,,4,2,3,3,0,2,4,0,0,5,649667,11,57301,862,732,1,483,30,30,31,20,,
2862,1/7/2013,2,12,15,28,35,38,41,12,3,3,2,4,1,2,1,2,0,0,0,4,69493,208,1337,432,644,9,30,10,20,,
2863,4/7/2013,7,23,27,35,41,43,29,35,1,5,6,0,1,0,2,1,2,1,1777076,8,52762,284,1487,642,658,14,30,18,20,,
2864,8/7/2013,9,14,18,20,32,34,45,,4,2,1,5,1,3,0,2,0,2,352263,7,39649,291,954,509,546,11,30,11,20,,
2865,11/7/2013,9,10,14,15,18,42,31,"9,14,18",5,1,2,4,2,3,0,0,1,1,660059,3,86675,195,1334,399,652,9,30,11,20,,
2866,15/7/2013,10,11,19,22,34,45,31,10,4,2,3,3,1,2,1,1,1,1,681142,9,29815,159,1688,564,476,9,30,12,20,,
2867,18/7/2013,6,25,28,43,44,45,42,45,1,5,3,3,1,0,2,0,3,0,0,5,51011,146,1747,461,554,7,30,11,20,,
2868,22/7/2013,15,19,23,31,40,45,34,45,2,4,5,1,0,2,1,2,1,2,854013,6,69634,311,1344,632,662,12,30,17,20,,
2869,25/7/2013,1,11,25,39,41,44,2,,2,4,5,1,1,1,1,1,2,1,658709,2,129746,154,1685,389,668,7,30,10,20,,
2870,29/7/2013,9,12,22,23,31,37,17,,3,3,4,2,1,1,2,2,0,1,734626,13,22262,293,988,989,293,12,30,19,20,,
2871,2/8/2013,9,26,33,36,38,42,1,9,1,5,2,4,1,0,1,3,1,1,5018838,19,60519,791,1454,2,566,40,30,50,20,,
2872,5/8/2013,1,11,24,31,32,36,38,36,2,4,3,3,1,1,1,3,0,0,0,4,62254,142,1754,353,706,7,30,10,20,,
2873,8/8/2013,18,25,27,33,42,43,23,,1,5,4,2,0,1,2,1,2,0,0,9,43012,255,1519,681,569,11,30,17,20,,
2874,12/8/2013,10,12,14,28,36,40,34,,3,3,0,6,1,2,1,2,0,2,1637144,14,46697,468,1397,1,534,23,30,30,20,,
2875,15/8/2013,6,7,19,26,31,33,35,,3,3,4,2,2,1,1,2,0,2,339235,3,89092,249,1074,473,566,11,30,12,20,,
2876,19/8/2013,14,19,26,30,41,45,38,"19,26",2,4,3,3,0,2,2,0,2,1,692164,6,45446,179,1524,412,662,7,30,10,20,,
2877,22/8/2013,15,16,30,34,38,42,1,30,2,4,1,5,0,2,1,2,1,0,0,4,65980,131,2015,336,786,7,30,9,20,,
2878,26/8/2013,4,7,11,22,29,38,6,38,4,2,3,3,2,1,2,1,0,1,1755704,9,47525,443,966,1,355,20,30,28,20,,
2879,29/8/2013,7,8,13,14,28,44,16,7,4,2,2,4,2,2,1,0,1,3,220740,7,37268,281,929,659,396,12,30,14,20,,
2880,2/9/2013,7,21,29,31,41,45,9,7,2,4,6,0,1,0,2,1,2,0,0,8,34908,163,1714,623,449,8,30,16,20,,
2881,5/9/2013,8,19,20,27,41,45,21,"41,45",3,3,4,2,1,2,1,0,2,0,0,4,97584,273,1430,571,684,12,30,17,20,,
2882,9/9/2013,6,8,23,28,41,44,24,"8,41",2,4,2,4,2,0,2,0,2,2,1698563,12,55722,492,1360,1,570,23,30,31,20,,
2883,12/9/2013,2,5,9,17,31,44,4,44,4,2,4,2,3,1,0,1,1,0,0,6,43129,211,1227,660,393,10,30,17,20,,
2884,16/9/2013,1,11,13,15,21,22,33,,6,0,5,1,1,3,2,0,0,0,0,16,27364,398,1101,1,368,19,30,24,20,,
2885,19/9/2013,3,7,9,14,19,35,20,,5,1,5,1,3,2,0,1,0,3,1146469,18,36575,757,870,1,359,36,30,44,20,,
2886,23/9/2013,1,16,18,21,36,41,7,,4,2,3,3,1,2,1,1,1,0,0,7,39286,169,1628,491,561,8,30,13,20,,
2887,26/9/2013,6,14,15,27,31,32,16,,3,3,3,3,1,2,1,2,0,0,0,8,50753,255,1593,678,599,13,30,17,20,,
2888,30/9/2013,4,12,25,26,36,40,39,,2,4,1,5,1,1,2,2,0,1,3418232,16,41598,499,1334,1,423,25,30,34,20,,
2889,3/10/2013,2,19,21,24,25,41,29,25,3,3,4,2,1,1,3,0,1,1,675325,1,266038,177,1504,415,642,8,30,12,20,,
2890,7/10/2013,8,22,32,36,39,44,4,,2,4,1,5,1,0,1,3,1,0,0,6,47258,166,1709,453,626,8,30,11,20,,
2891,10/10/2013,12,13,17,25,34,44,29,44,3,3,3,3,0,3,1,1,1,1,1718479,6,65572,229,1719,662,595,12,30,17,20,,
2892,14/10/2013,1,6,11,23,37,44,19,44,3,3,4,2,2,1,1,1,1,2,348914,2,137451,178,1545,533,516,9,30,14,20,,
2893,17/10/2013,12,16,28,30,31,42,36,,2,4,1,5,0,2,2,1,1,1,661022,1,260403,226,1153,393,663,9,30,10,20,,
2894,21/10/2013,2,7,11,19,42,45,3,42,4,2,4,2,2,2,0,0,2,1,686500,10,27044,219,1235,622,435,10,30,15,20,,
2895,24/10/2013,1,16,31,38,39,45,8,45,2,4,4,2,1,1,0,3,1,2,323476,3,84954,157,1624,443,576,6,30,12,20,,
2896,28/10/2013,1,11,22,28,31,32,8,"1,31",3,3,3,3,1,1,2,2,0,0,0,10,26209,233,1125,734,358,10,30,18,20,,
2897,31/10/2013,2,6,10,27,31,34,20,31,3,3,2,4,3,0,1,2,0,1,1642156,14,27488,410,939,1,349,17,30,25,20,,
2898,4/11/2013,15,21,24,34,37,44,29,34,2,4,3,3,0,1,2,2,1,1,682650,6,44821,145,1855,417,645,7,30,10,20,,
2899,7/11/2013,4,16,18,24,28,29,45,24,3,3,1,5,1,2,3,0,0,0,0,2,129132,221,1169,359,720,9,30,10,20,,
2900,11/11/2013,8,13,16,26,29,42,40,"16,29",3,3,2,4,1,2,2,0,1,1,1688126,13,31289,344,1183,625,651,14,30,16,20,,
2901,14/11/2013,1,5,9,28,30,39,16,,3,3,4,2,3,0,2,1,0,1,642469,2,126547,279,908,527,481,11,30,13,20,,
2902,18/11/2013,5,7,13,19,22,45,18,5,5,1,5,1,2,2,1,0,1,3,225867,3,88978,230,1161,639,418,11,30,16,20,,
2903,21/11/2013,8,9,12,18,22,32,6,22,5,1,1,5,2,2,1,1,0,1,649285,7,36540,342,748,991,259,14,30,23,20,,
2904,25/11/2013,4,17,24,28,41,42,43,,2,4,2,4,1,1,2,0,2,1,673265,1,265226,178,1491,387,686,9,30,10,20,,
2905,28/11/2013,15,20,21,28,35,43,39,28,3,3,4,2,0,2,2,1,1,0,0,3,84262,139,1819,333,760,7,30,9,20,,
2906,2/12/2013,1,13,16,22,27,33,38,,4,2,4,2,1,2,2,1,0,0,0,5,81221,306,1328,930,437,15,30,21,20,,
2907,5/12/2013,15,20,23,40,42,44,22,,2,4,2,4,0,2,1,1,2,1,3224096,11,55565,422,1449,993,616,18,30,24,20,,
2908,9/12/2013,2,8,15,22,23,25,16,"15,23",4,2,3,3,2,1,3,0,0,0,0,12,22047,297,891,773,343,13,30,16,20,,
2909,12/12/2013,3,5,23,31,34,39,17,23,2,4,5,1,2,0,1,3,0,1,1677952,6,66077,303,1309,789,503,13,30,20,20,,
2910,16/12/2013,14,17,25,27,28,40,9,,2,4,3,3,0,2,3,1,0,0,0,4,67499,148,1825,498,543,8,30,14,20,,
2911,19/12/2013,8,11,15,27,32,43,6,27,3,3,4,2,1,2,1,1,1,1,1696404,12,33191,271,1470,882,452,14,30,22,20,,
2912,23/12/2013,3,5,9,23,25,31,14,,3,3,6,0,3,0,2,1,0,4,173791,15,18257,470,583,828,331,17,30,17,20,,
2913,26/12/2013,2,18,20,38,43,44,28,,3,3,1,5,1,2,0,1,2,0,0,3,89881,151,1786,447,604,7,30,11,20,,
2914,30/12/2013,14,17,27,28,32,36,41,,2,4,2,4,0,2,2,2,0,1,1878361,8,58790,322,1461,827,569,16,30,20,20,,
2915,3/1/2014,10,11,31,37,39,43,22,,2,4,5,1,1,1,0,3,1,5,1004098,25,55554,1,1377,2,552,47,30,66,20,,
2916,6/1/2014,10,17,27,28,42,45,23,10,2,4,3,3,1,1,2,0,2,0,0,3,84846,172,1480,448,569,8,30,11,20,,
2917,9/1/2014,4,7,8,33,36,43,9,,3,3,3,3,3,0,0,2,1,1,1683738,14,29197,309,1323,1,377,14,30,28,20,,
2918,13/1/2014,3,25,33,36,42,45,10,"33,36",1,5,4,2,1,0,1,2,2,0,0,5,58198,169,1722,452,644,8,30,12,20,,
2919,16/1/2014,26,27,34,39,41,45,28,45,0,6,4,2,0,0,2,2,2,2,918705,9,48094,244,1774,600,722,12,30,17,20,,
2920,20/1/2014,1,12,27,32,33,36,26,27,2,4,3,3,1,1,1,3,0,1,850554,5,67014,221,1517,647,518,11,30,15,20,,
2921,24/1/2014,2,8,11,16,36,43,19,36,4,2,2,4,2,2,0,1,1,6,835792,27,51720,1,1228,2,499,52,30,72,20,,
2922,27/1/2014,6,24,27,29,40,43,4,43,1,5,3,3,1,0,3,1,1,0,0,1,359583,200,1798,681,529,11,30,18,20,,
2923,30/1/2014,5,12,20,32,37,38,26,,3,3,2,4,1,2,0,3,0,2,1130338,13,40846,426,1247,1,516,19,30,25,20,,
2924,3/2/2014,6,14,22,31,36,44,32,,3,3,1,5,1,1,1,2,1,1,1210550,5,95377,347,1375,821,581,16,30,20,20,,
2925,6/2/2014,5,14,22,27,40,43,4,"14,22",3,3,3,3,1,1,2,1,1,0,0,6,80770,314,1544,866,560,16,30,23,20,,
2926,10/2/2014,4,10,15,17,22,31,11,22,5,1,3,3,2,2,1,1,0,3,943130,15,42000,474,1330,1,355,25,30,42,20,,
2927,14/2/2014,4,6,12,20,29,35,31,4,4,2,2,4,2,2,1,1,0,6,1668188,51,47962,1,1302,4,516,93,30,118,20,,
2928,17/2/2014,1,4,5,12,30,45,9,"4,12",4,2,3,3,3,1,1,0,1,2,423129,19,17547,365,914,1,207,16,30,32,20,,
2929,20/2/2014,14,15,20,23,33,44,34,,3,3,3,3,0,3,1,1,1,2,368415,10,29027,201,1445,460,632,9,30,11,20,,
2930,24/2/2014,5,13,15,16,21,28,34,15,5,1,4,2,1,3,2,0,0,3,248177,6,48884,290,1012,535,549,13,30,13,20,,
2931,27/2/2014,13,33,37,40,41,44,10,13,1,5,4,2,0,1,0,3,2,0,0,2,141408,148,1911,389,728,7,30,10,20,,
2932,3/3/2014,2,4,18,29,30,44,21,44,3,3,1,5,2,1,2,0,1,0,0,10,41429,319,1299,776,534,13,30,17,20,,
2933,6/3/2014,4,7,8,24,29,42,26,"4,29",3,3,2,4,3,0,2,0,1,2,1625027,13,44864,643,908,1,378,27,30,34,20,,
2934,10/3/2014,13,15,21,29,31,33,5,29,3,3,6,0,0,2,2,2,0,2,362223,7,40770,256,1115,785,364,10,30,16,20,,
2935,13/3/2014,3,7,20,36,39,45,6,,3,3,4,2,2,1,0,2,1,2,343102,8,33791,270,1002,621,436,9,30,16,20,,
2936,17/3/2014,1,8,14,28,32,38,5,,3,3,1,5,2,1,1,2,0,2,341121,5,53753,258,1042,702,383,11,30,16,20,,
2937,20/3/2014,3,7,11,21,25,33,39,,4,2,6,0,2,1,2,1,0,1,653412,5,51481,295,873,571,451,13,30,12,20,,
2938,24/3/2014,1,4,10,16,36,42,44,,4,2,1,5,3,1,0,1,1,0,0,7,38715,192,1412,451,601,9,30,10,20,,
2939,27/3/2014,5,8,9,15,16,21,26,16,6,0,4,2,3,2,1,0,0,7,235070,18,20957,615,614,1,303,23,30,24,20,,
2940,31/3/2014,5,10,11,23,41,43,24,5,3,3,5,1,2,1,1,0,2,1,714626,5,56304,195,1444,528,534,10,30,13,20,,
2941,3/4/2014,10,11,17,19,27,37,24,"10,11",4,2,5,1,1,3,1,1,0,0,0,2,131106,292,898,592,443,13,30,14,20,,
2942,7/4/2014,5,12,20,25,26,39,1,,3,3,3,3,1,2,2,1,0,5,335474,12,33215,394,1012,889,449,17,30,23,20,,
2943,10/4/2014,14,18,19,34,35,36,17,,3,3,2,4,0,3,0,3,0,0,0,5,53016,167,1588,475,559,8,30,11,20,,
2944,14/4/2014,15,18,21,27,32,45,11,18,3,3,4,2,0,2,2,1,1,4,417987,16,24599,347,1135,747,527,13,30,19,20,,
2945,17/4/2014,8,11,16,21,33,40,5,21,4,2,3,3,1,2,1,2,0,2,329678,10,25975,215,1209,744,350,9,30,17,20,,
2946,21/4/2014,3,7,10,21,32,38,22,21,4,2,3,3,3,0,1,2,0,0,0,3,89119,237,1129,571,469,11,30,15,20,,
2947,24/4/2014,5,8,20,27,39,40,42,,3,3,3,3,2,1,1,2,0,2,810109,7,52988,296,1254,641,579,14190,30,16559,20,,
2948,28/4/2014,4,6,13,17,32,35,11,,4,2,3,3,2,2,0,2,0,1,690223,5,54382,201,1353,603,451,10139,30,16317,20,,
2949,1/5/2014,6,10,11,13,29,45,23,"6,13",4,2,4,2,2,2,1,0,1,1,670270,4,66012,220,1201,657,402,11410,30,15798,20,,
2950,5/5/2014,4,7,15,27,37,42,3,,3,3,4,2,2,1,1,1,1,1,689100,6,45244,222,1223,610,446,10409,30,15653,20,,
2951,8/5/2014,1,11,18,32,34,41,45,,3,3,3,3,1,2,0,2,1,0,0,2,129757,133,1952,337,771,8207,30,9980,20,,
2952,12/5/2014,2,3,9,23,28,43,41,,3,3,4,2,3,0,2,0,1,1,1665655,9,44073,500,794,790,503,22679,30,17461,20,,
2953,15/5/2014,5,8,21,26,27,43,15,43,3,3,4,2,2,0,3,0,1,2,329265,6,43237,201,1291,935,278,10919,30,20057,20,,
2954,19/5/2014,5,8,18,31,32,42,34,"5,8",3,3,2,4,2,1,0,2,1,0,0,4,71726,239,1201,460,624,11753,30,12161,20,,
2955,23/5/2014,1,7,13,24,28,38,32,,3,3,3,3,2,1,2,1,0,4,1437781,27,43229,913,1279,2313,505,45273,30,54067,20,,
2956,26/5/2014,8,10,14,17,34,37,32,,4,2,2,4,2,2,0,2,0,1,621686,5,48982,166,1476,388,632,8813,30,10201,20,,
2957,29/5/2014,17,19,38,40,41,42,28,17,2,4,3,3,0,2,0,2,2,0,0,3,83881,159,1583,360,699,7105,30,9330,20,,
2958,2/6/2014,9,19,23,35,39,45,41,19,2,4,6,0,1,1,1,2,1,0,0,6,68170,327,1251,700,585,15488,30,17460,20,,
2959,5/6/2014,11,13,18,19,20,36,15,19,5,1,3,3,0,5,0,1,0,1,3224963,14,43556,533,1145,1408,434,23169,30,32463,20,,
2960,9/6/2014,10,12,14,26,33,40,6,,3,3,1,5,1,2,1,2,0,0,0,8,33562,241,1115,737,365,9807,30,20100,20,,
2961,12/6/2014,8,13,29,31,39,40,21,40,2,4,4,2,1,1,1,3,0,0,0,6,66032,235,1686,736,539,13136,30,18705,20,,
2962,16/6/2014,1,19,22,31,34,44,43,31,3,3,3,3,1,1,1,2,1,1,3230567,10,60797,389,1563,954,638,19693,30,27085,20,,
2963,19/6/2014,4,7,11,27,39,43,37,,3,3,5,1,2,1,1,1,1,1,640561,14,18025,272,928,656,385,12020,30,13915,20,,
2964,23/6/2014,4,29,30,35,37,38,10,4,1,5,3,3,1,0,2,3,0,0,0,3,87155,154,1698,392,667,6877,30,11213,20,,
